OID_,OBJECTID_1,OBJECTID_2,NOMBRE,CODIGO,JURISDICCI,LOC,CP,DIRECCION,TEL,EMAIL,PARTIDO,RSAN_08,X,Y,CENTER_ID
,"2,376","2,389",C.P.A. - Adicciones,"42,702,285",PROV,San Justo,"1,752",Salta Nº 2641 (Cáritas),42702285, ,LA MATANZA,XII,-58.564182180000003,-34.677787989999999,564
,"2,377","2,390",H.Z.G.A. DR. BALESTRINI,"42,702,362",PROV,Ciudad Evita,"1,778",Camino de Cintura y ruta 21, , ,LA MATANZA,XII,-58.533481620000003,-34.707387220000001,565
,"2,378",0,U.S. ODONTOLOGIA ESCOLAR,"42,700,910",MUNI,Ramos Mejía,"1,704",SIN DIRECCION, , ,LA MATANZA,XII,-58.549938859999997,-34.662902240000001,566
,"2,379",0,U.S. LA QUILLA,"42,701,945",MUNI,San Justo,"1,754", , , ,LA MATANZA,XII,-58.541778999999998,-34.705296750000002,567
,"2,388",477,C.A.P.S. Base VIII,"27,000,204",MUNI,Carlos Spegazzini,"1,812",S. S Jujuy y Graham Bell,02274-450023, ,EZEIZA,VI,-58.610552319999996,-34.918908660000000,568
,"2,389",478,Base IV C.A.P.S. N° 2157,"27,000,531",MUNI,Canning,"1,804",Maipú N° 741,011-42958265, ,EZEIZA,VI,-58.515028479999998,-34.870214279999999,569
,"2,390",479,Base VI C.A.P.S. N° 2153,"27,000,590",MUNI,Carlos Spegazzini,"1,812",Quito y Hernán Cortéz,011-42342754, ,EZEIZA,VI,-58.574198789999997,-34.904659899999999,570
,"2,391",480,Base XII C.A.P.S. Nº 2161,"27,001,006",MUNI,Tristan Suárez,"1,806",Gonnet y Echeverría Altos de Tristán Suarez, , ,EZEIZA,VI,-58.575150630000003,-34.888153250000002,571
,"2,392",481,Base XVIII C.A.P.S. Nº 2164,"27,001,065",MUNI,Tristan Suárez,"1,806",Saavedra N° 946 Vista Linda,011-42348703, ,EZEIZA,VI,-58.554346080000002,-34.895284820000001,572
,"2,393",482,Base XIV C.A.P.S. Nº 2159,"27,001,014",MUNI,La Unión,"1,804",Hugo Guilarte y Floresta S/N,011-42341403, ,EZEIZA,VI,-58.536228850000001,-34.896182580000001,573
,"2,394",483,Base X C.A.P.S. Nº 2156,"27,000,999",MUNI,La Unión,"1,804",El Progreso y Rawson S/N Villa Golf,011-42329699, ,EZEIZA,VI,-58.544710219999999,-34.855317180000000,574
,"2,395",484,Base XVI C.A.P.S. Nº 2163,"27,001,057",MUNI,José María Ezeiza,"1,804",Córdoba y Rivadavia Bo. Villa Guillermina,011-42329058, ,EZEIZA,VI,-58.516324609999998,-34.845089199999997,575
,"2,396",651,TRAILER MOVIL,"27,000,972",MUNI,José María Ezeiza,"1,804",Giribone y Saavedra,011-42951299, ,EZEIZA,VI,-58.510013549999996,-34.847671190000000,576
,"2,405",968,Base XX C.A.P.S.,"27,001,146",MUNI,Tristan Suárez,"1,806",Carlos Tejedor N° 444 Bo. La Celia,011-44800591/0769, ,EZEIZA,VI,-58.584004880000002,-34.829912890000003,577
,"2,406",969,Base XXX Sanidad Aeroportuaria,"27,001,111",MUNI,José María Ezeiza,"1,804",Aeropuerto Ministro Pistarini Aeropuerto de Ezeiza,011-54804307/44802307, ,EZEIZA,VI,-58.537125119999999,-34.817895129999997,578
,"2,407","1,119",C.P.A. - Adicciones,"27,001,251",PROV,José María Ezeiza,"1,804",Diego Lauren Nº 105 y Ruta 205 1er. Piso,011-42322018, ,EZEIZA,VI,-58.523188879999999,-34.855728970000001,579
,"2,408",8,C.S. CONS. PEDIATRIA A. KORN,"77,800,149",MUNI,Alejandro Korn,"1,864",Rivadavia y Costas, , ,SAN VICENTE,XI,-58.381042430000001,-34.984643660000003,580
,"2,409",9,C.S. CONS. PEDIATRIA A. Korn,"77,800,157",MUNI,San Vicente,"1,865",Ernesto Rodriguez y O'Higgins, , ,SAN VICENTE,XI,-58.414058789999999,-35.028883139999998,581
,"2,410",97,H.SZ. G. DR. R. CARRILLO,"77,800,017",MUNI,Alejandro Korn,"1,865",Pascual Santoro y Matheu,02225-481415, ,SAN VICENTE,XI,-58.432075050000002,-35.026664009999998,582
,"2,411",98,U.S. VA. SOLFERINO,"77,800,122",PROV,Alejandro Korn,"1,864",Esmeralda N° 603,02225-423484, ,SAN VICENTE,XI,-58.373062470000001,-34.972745410000002,583
,"2,412",99,U.S. ASOC. MUT. UNION VECINAL A. KORN,"77,800,076",MUNI,Alejandro Korn,"1,864",Pte. Peron y Gonnet, , ,SAN VICENTE,XI,-58.378469860000003,-34.986621589999999,584
,"2,413",100,U.S. SANTA CLARA DOMSELAAR,"77,800,033",MUNI,Domselaar,"1,984",9 de Julio  e/Storni y J. B. Justo S/N,02225-422943, ,SAN VICENTE,XI,-58.291340669999997,-35.075951789999998,585
,"2,423",432,U.S. PETION,"13,400,091",MUNI,Alejandro Petión,"1,808",Agüero yVisir,02226-491039, ,CAÑUELAS,XI,-58.676346430000002,-34.977385820000002,586
,"2,424",433,U.S. GDOR. UDAONDO,"13,400,147",MUNI,Gobernador Udaondo,"7,221",Panamá e/Bolivia y Río Negro S/N,02271-421370, ,CAÑUELAS,XI,-58.595963030000000,-35.298384089999999,587
,"2,425",450,ENTE DESCENT. H. Dr. ANGEL MARZETTI,"13,400,015",MUNI,Cañuelas,"1,814",Rawson N° 450,02226-421626/268, ,CAÑUELAS,XI,-58.763370930000001,-35.059963910000000,588
,"2,426",839,H.SZ. ESP. ""DR. DARDO ROCHA"","13,400,040",PROV,Uribelarrea,"1,815",María Auxiliadora S/N,02226-493037, ,CAÑUELAS,XI,-58.892183879999997,-35.125733550000000,589
,"2,427",855,DIR. de Reconocimientos Médicos,"13,400,155",MUNI,Cañuelas,"1,814",Mitre N° 1060,02226-421751, ,CAÑUELAS,XI,-58.762294789999999,-35.050382650000003,590
,"2,428","1,085",EQUIPO MOVIL de Salud,"13,400,163",MUNI,Cañuelas,"1,814",Rawson N° 450,02226-421626, ,CAÑUELAS,XI,-58.763126219999997,-35.060113510000001,591
,"2,429","1,152",C.P.A. - Adicciones,"13,400,295",PROV,Cañuelas,"1,814",Manuel Acuña N° 938,02226-422014, ,CAÑUELAS,XI,-58.756136439999999,-35.053358140000000,592
,"2,430",0,HGA Cuenca Alta Pres. N.KIRCHNER,0,PROV,Cañuelas,"1,814","ENTRE LAS ruta 6, ruta 205 y la ruta 3", , ,CAÑUELAS,XI,-58.731988299999998,-35.025926970000000,593
,"2,461",173,C.S. Nº 6,"44,100,073",MUNI,Villa Elvira,"1,900",Calle 122 e/80 y 81 S/N,0221-4520077, ,LA PLATA,XI,-57.904852609999999,-34.924026959999999,594
,"2,462",174,C.S. Nº 35,"44,102,358",MUNI,Villa Elvira,"1,900",Calle 121 e/99 y 600,0221-4865374, ,LA PLATA,XI,-57.889005550000000,-34.937894399999998,595
,"2,463",175,C.S. Nº 3,"44,100,057",MUNI,San Carlos,"1,900",Calle 45 e/146 y 147 S/N,0221-4706675, ,LA PLATA,XI,-57.994996620000002,-34.948883330000001,596
,"2,464",176,C.S. Nº 2,"44,101,223",MUNI,Los Hornos,"1,900",Calle 66 y 143,0221-4509599, ,LA PLATA,XI,-57.972135899999998,-34.960103140000001,597
,"2,465",177,C.S. Nº 37,"44,102,510",MUNI,Los Hornos,"1,900",Calle 137 e/78 y 79,0221-4507199, ,LA PLATA,XI,-57.952555510000003,-34.964511920000000,598
,"2,466",178,C.S. Nº 7,"44,100,146",MUNI,Villa Elvira,"1,900",Calle 7 y 82,0221-4532585, ,LA PLATA,XI,-57.918004549999999,-34.938423890000003,599
,"2,467",179,C.S. Nº 30,"44,102,157",MUNI,La Plata,"1,900",Calle 20 y 50,0221-4514383, ,LA PLATA,XI,-57.963079790000002,-34.927057910000002,600
,"2,468",180,C.S. Nº 13 PREVENCION DE SIDA Y ETS,"44,102,165",MUNI,La Plata,"1,900",Calle 41 N°770 e/10 y 11,0221-4272867, ,LA PLATA,XI,-57.962330340000001,-34.911522470000001,601
,"2,469",181,C.S. Nº 14,"44,101,347",MUNI,Tolosa,"1,900",Calle 16 e/529 y 530 S/N,0221-4259122, ,LA PLATA,XI,-57.981163670000001,-34.906746200000001,602
,"2,470",776,H.Z. ESP. DR. NOEL SBARRA,"44,101,096",PROV,La Plata,"1,900",Calle 8 e/ 66 y 67 N° 1689,0221-4573497,h.lucas@ms.gba.gov.ar,LA PLATA,XI,-57.934951779999999,-34.927547060000002,603
,"2,471",777,H.SZ. ESP  DR. RAMOS MEJIA,"44,102,692",PROV,La Granja,"1,901",Calle 143 e/521 y 522 S/N,0221-4705513/6176, ,LA PLATA,XI,-58.018399680000002,-34.925697419999999,604
,"2,482",598,C.S. Nº 12,"44,101,070",MUNI,Gorina,"1,897",Calle 481 e/138  y 139,0221-4715078, ,LA PLATA,XI,-58.048570230000003,-34.904082600000002,605
,"2,483",599,C.S. Nº 18,"44,101,363",MUNI,Lisandro Olmos,"1,901",Calle 187 Bis y 45 S/N,0221-4961102, ,LA PLATA,XI,-58.037322990000000,-34.987407670000003,606
,"2,484",600,C.S. Nº 16,"44,100,243",MUNI,Los Hornos,"1,900",Calle 66 e/173 y 174,0221-4504767, ,LA PLATA,XI,-58.003608939999999,-34.988783880000000,607
,"2,485",601,C.S. Nº 20,"44,101,380",MUNI,San Carlos,"1,900",Calle 139 e/33 y 34 S/N,0221-4700029, ,LA PLATA,XI,-58.000579620000003,-34.932190339999998,608
,"2,486",602,C.S. Nº 33,"44,102,327",MUNI,La Granja,"1,901",Calle 142 y 520,0221-4700625, ,LA PLATA,XI,-58.019521660000002,-34.923127360000002,609
,"2,517","1,401",S. Nº 5 GRAL. GUEMES,"36,400,173",MUNI,General Rodríguez,"1,748",Blas Pascal e/Chaniar y Azuay S/N Bo. Gúemes, , ,GRAL. RODRIGUEZ,VII,-58.887003000000000,-34.631551629999997,610
,"2,518","1,402",C.S. Nº 13 ALTOS DEL OESTE,"36,400,220",MUNI,General Rodríguez,"1,748",Central y Florida S/N Bo. Altos del Oeste, , ,GRAL. RODRIGUEZ,VII,-58.893977520000000,-34.626545350000001,611
,"2,519","1,403",S. Nº 8 AGUA DE ORO,"36,400,092",MUNI,Agua de Oro,"1,746",San Martín e/French y Pueyrredón S/N, ,omoyano@sommer.gov.ar,GRAL. RODRIGUEZ,VII,-58.879249750000000,-34.611048320000002,612
,"2,520","1,404",S. Nº 12 LOS AROMOS,"36,400,211",MUNI,Barrio Los Aromos,"1,748",Sarmiento y Ecuador S/N, , ,GRAL. RODRIGUEZ,VII,-58.900010590000001,-34.592613729999997,613
,"2,521","1,405",S. Nº 3 LOS NARANJOS,"36,400,076",MUNI,General Rodríguez,"1,748",Luis M. Campos y A. Storni S/N Bo. Los Naranjos, , ,GRAL. RODRIGUEZ,VII,-58.912187269999997,-34.604188080000000,614
,"2,522","1,406",C.S. Nº 7 ALMIRANTE BROWN,"36,400,131",MUNI,General Rodríguez,"1,748",Fitz Royd e/ Mercedes y Florida S/N Bo.Almirante *, , ,GRAL. RODRIGUEZ,VII,-58.910721100000004,-34.622467780000001,615
,"2,523","1,407",S. Nº 1 P. la Argentina,"36,400,114",MUNI,General Rodríguez,"1,748",Sargento Cabral y E. del Campo Bo. Las Malvinas, , ,GRAL. RODRIGUEZ,VII,-58.923699550000002,-34.624433949999997,616
,"2,524","1,408",S. Nº 6 VA. SAN MARTIN,"36,400,122",MUNI,General Rodríguez,"1,748",Mariano Moreno e/Azurduy y Sargento Cabral Bo. Sa*, , ,GRAL. RODRIGUEZ,VII,-58.969228170000001,-34.611264339999998,617
,"2,525","1,409",S. Nº 14 ALMAFUERTE,"36,400,238",MUNI,General Rodríguez,"1,748",Puerto Bahía Blanca y Puerto Anchorena S/N Bo. Al*, , ,GRAL. RODRIGUEZ,VII,-58.944171810000000,-34.591093819999998,618
,"2,533","2,351",H. NAC.  Dr. Baldomero Sommer,"36,400,017",NAC,General Rodríguez,"1,748","Ruta Provincial 24 Km. 23,500",0237-440903/4843275,rodriguez@ms.gba.gov.ar,GRAL. RODRIGUEZ,VII,-59.060973189999999,-34.720247690000001,619
,"2,534","2,432",C.A.P.S. N°17 BO. VENGOCHEA,"36,400,319",MUNI,Gral. Rodriguez,"1,748",Gabriela Mistral Nº 866,011-1541666521, ,GRAL. RODRIGUEZ,VII,-58.919237160000002,-34.605808320000001,620
,"2,535",10,C.A.P.S. Dr. Raúl Matera,"64,800,742",MUNI,Guernica,"1,862",Calle 106 N° 2243 e/ 131 y 133 Bo. La Yaya,02224-476357, ,PTE. PERON,XI,-58.363827499999999,-34.904021980000003,621
,"2,536",158,C.A.P.S. VA. NUMANCIA,"64,800,068",MUNI,Guernica,"1,862",Bernardo e/Av. Santa Fe y Córdoba N° 4419,02224-473471, ,PTE. PERON,XI,-58.405715649999998,-34.916847980000000,622
,"2,537",333,C.A.P.S. PARQUE AMERICANO,"64,800,084",MUNI,Guernica,"1,862",Mexico y Paramaribo N° 2426 Bo. Parque Americano,02224-470513, ,PTE. PERON,XI,-58.374532279999997,-34.935700030000000,623
,"2,538",334,C.A.P.S. GRAL. SAN MARTIN,"64,800,114",MUNI,Guernica,"1,862",Ecuador e/R. de Esc. y San Lorenzo S/N, , ,PTE. PERON,XI,-58.383236930000002,-34.927076370000002,624
,"2,539",378,C.A.P.S. LA LATA,"64,800,484",MUNI,Guernica,"1,862",Ruta Pcial. 16 y Chivilcoy, , ,PTE. PERON,XI,-58.434232110000004,-34.906856540000000,625
,"2,540",379,C.A.P.S. GUERNICA,"64,800,025",MUNI,Guernica,"1,862",Av. Jauretche e/12 y 14 N° 1131, , ,PTE. PERON,XI,-58.369197700000001,-34.916216759999998,626
,"2,566","2,343",U.S. Isla Martín García,"74,900,325",PROV,San Fernando,"1,646",Isla Martín García, ,cssangines@sanfernando.gov.ar,SAN FERNANDO,V,-58.252825160000000,-34.183307169999999,627
,"2,574",0,C.P.A. Comunidad San Martín,"37,101,754",PROV,General San Martín,"1,650",Pueyrredón Nº 4634, , ,GRAL. SAN MARTIN,V,-58.547259810000000,-34.580817779999997,628
,"2,575",0,Centro de Prevención Asist. de Violencia Familiar,"63,800,596",N/C,Del Viso,"1,629",El Buceo y Arata, , ,PILAR,V,-58.791991500000002,-34.452125029999998,629
,"2,576",0,Centro Educativo Terapéutico Pilares de Esperanza,"63,800,561",MUNI,Pilar,"1,629",Ambrosetti y Los Perales, , ,PILAR,V,-58.875893640000001,-34.446284130000002,630
,"2,577",0,Centro de Zoonosis,"63,800,570",MUNI,Pilar,"1,629",Soler N° 875, , ,PILAR,V,-58.897111549999998,-34.454455979999999,631
,"1,209","1,784",C. DE AT. LABORAL M.,"75,600,805",MUNI,San Isidro,"1,642",Av. Santa Fé N° 77 Piso 2,011-45123581, ,SAN ISIDRO,V,-58.512068690000000,-34.474801730000003,632
,"1,210","1,785",C. DE PROM. DE LA SALUD,"75,600,872",MUNI,Beccar,"1,643",Int. Neyer N° 1220,011-45123144/46, ,SAN ISIDRO,V,-58.537473859999999,-34.468747819999997,633
,"1,211","1,786",C. MED. PREVENT. Y SANIT.,"75,600,813",MUNI,San Isidro,"1,642",Alem N° 81,011-45123581, ,SAN ISIDRO,V,-58.513070220000003,-34.473201779999997,634
,"1,212","1,787",H. MUN. CIUDAD DE BOULOGNE,"75,600,457",MUNI,Boulogne,"1,609",Av. A. Rolón N° 1200,011-45137834/59, ,SAN ISIDRO,V,-58.559335849999997,-34.501334759999999,635
,"1,213","1,788",C.A.P.S. Dr. Ramón Carrillo,"75,600,538",MUNI,San Isidro,"1,642",Tomkinson N° 2130,011-47173148, ,SAN ISIDRO,V,-58.543669760000000,-34.475539320000003,636
,"1,214","1,789",C.PERIF. VA. ADELINA,"75,600,678",MUNI,Villa Adelina,"1,607",Av. De Mayo N° 1397,011-45137823, ,SAN ISIDRO,V,-58.544809069999999,-34.521037079999999,637
,"1,215","1,790",C.A.P. BAJO BOULOGNE,"75,600,660",MUNI,Boulogne,"1,609",Camino Real Morón N° 902, , ,SAN ISIDRO,V,-58.582700140000000,-34.493581089999999,638
,"1,216","1,791",H. MAT. INF. DE SAN ISIDRO- DR. GIANANTONIO,"75,600,465",MUNI,San Isidro,"1,642",Diego Palma N° 505,011-45123902/03, ,SAN ISIDRO,V,-58.522857760000001,-34.473944349999996,639
,"1,227","1,328",C.ASIST. Bº LAS ACACIAS,"41,200,591",MUNI,José C. Paz,"1,665",Gral. Pintos y E. Duarte de Perón,02320-463432, ,JOSE C. PAZ,V,-58.759935020000000,-34.540527920000002,640
,"1,228","1,329",C.S. JUAN VUCETICH,"41,200,558",MUNI,José C. Paz,"1,665",Guanacaste y Crucero La Argentina N° 442,02320-437098, ,JOSE C. PAZ,V,-58.799621150000000,-34.511449380000002,641
,"1,229","1,330",C.ASIST. SAN ATILIO,"41,200,698",MUNI,José C. Paz,"1,665",Miller e/San Blas y Managua,02320-452072, ,JOSE C. PAZ,V,-58.818379749999998,-34.511166660000001,642
,"1,230","1,331",C.ASIST. MIRADOR ALTUBE,"41,200,418",MUNI,José C. Paz,"1,665",Rura Prov. 197 y Tres María Salto N° 5452,02320-439580, ,JOSE C. PAZ,V,-58.790660320000001,-34.535457940000001,643
,"1,231","1,332",C.ASIST. Bº ALBERDI,"41,200,574",MUNI,José C. Paz,"1,665",Florida y Montes de Oca,02320-465917, ,JOSE C. PAZ,V,-58.761639520000003,-34.505963909999998,644
,"1,232","1,333",C.ASIST. 9 DE JULIO,"41,200,388",MUNI,José C. Paz,"1,665",Maestro A. D'Elía N° 4265,02320-436930, ,JOSE C. PAZ,V,-58.737556189999999,-34.520744370000003,645
,"1,233","1,334",C.ASIST. LA PAZ,"41,200,663",MUNI,José C. Paz,"1,665",Catañeda y Oribe,02320-424672, ,JOSE C. PAZ,V,-58.772118440000000,-34.521997059999997,646
,"1,234","1,335",C.ASIST. LA PRIMAVERA,"41,200,680",MUNI,José C. Paz,"1,665",Ayacucho y Santa Marta,02320-451999, ,JOSE C. PAZ,V,-58.794321730000000,-34.529339170000000,647
,"1,245","1,346",C. ASIST. SUIZO IDEAL,"41,201,112",MUNI,José C. Paz,"1,665",Chile y Roque Saenz Peña,02320-438808, ,JOSE C. PAZ,V,-58.740604789999999,-34.533718499999999,648
,"1,246","1,347",H. OFTALMOLOGICO Pte. Perón,"41,201,187",MUNI,José C. Paz,"1,665",Ruta 197 y Chacabuco,02320-445449, ,JOSE C. PAZ,V,-58.765940639999997,-34.524985059999999,649
,"1,247","1,351",C. INT. DEL DIABETICO,"41,201,179",MUNI,José C. Paz,"1,665",Zuviría esq. Lavalle,02320-428129, ,JOSE C. PAZ,V,-58.748946979999999,-34.522135960000000,650
,"1,248","1,352",C. DE AT. Y REHAB. DE PERS. DISC.,"41,201,171",MUNI,José C. Paz,"1,665",Hipólito Irigoyen N° 3596,02320-431235, ,JOSE C. PAZ,V,-58.770753470000002,-34.527038589999997,651
,"1,249","1,364",H.Z.A. GOB. MERCANTE,"41,201,074",PROV,José C. Paz,"1,665",René Favaloro N° 4750,02320-413950/434100, ,JOSE C. PAZ,V,-58.740668919999997,-34.516580910000002,652
,"1,250","1,365",DIR. DE MEDIO AMBIENTE Y ZOONOSIS,"41,201,211",MUNI,José C. Paz,"1,665",Florida y Arenales,02320-446535, ,JOSE C. PAZ,V,-58.752716339999999,-34.517287580000001,653
,"1,251","1,367",DIR. Prevención a las Adicciones,"41,201,228",MUNI,José C. Paz,"1,665",Ruta 197 N° 2945 1er. Piso,02320-440518, ,JOSE C. PAZ,V,-58.763731430000000,-34.524301100000002,654
,"1,252","1,368",TRAILER S. Piñeiro II,"41,201,203",MUNI,José C. Paz,"1,665",1 de Septiembre y C. Puch,02320-421983, ,JOSE C. PAZ,V,-58.782803340000001,-34.512918960000000,655
,"1,262","1,387",U.A.P. DR.ROTJER,"86,101,070",MUNI,Olivos,"1,636",D. F. Sarmiento N° 3551,011-45139863/47979320,atprimaria@vicentelopez.gov.ar,VICENTE LOPEZ,V,-58.497476859999999,-34.505374400000001,656
,"1,263","1,388",H.Z.ESP. DE ODONTONTOLOGIA. Dr.Juan Carrea,"86,100,111",PROV,Olivos,"1,636",Juan de Garay N° 2478,011-47943818/38,atprimaria@vicentelopez.gov.ar,VICENTE LOPEZ,V,-58.491677029999998,-34.514650410000002,657
,"1,264","1,569",U.A.P. 12  DE OCTUBRE,"86,101,002",MUNI,Olivos,"1,636",José María Paz N° 3645,011-45139862/47979320, ,VICENTE LOPEZ,V,-58.504775330000001,-34.507595250000001,658
,"1,265","1,570",U.A.P. DR. ANGEL SCALISE,"86,100,961",MUNI,Villa  Adelina,"1,607",Cajaraville N° 4042,011-45128140/47979320, ,VICENTE LOPEZ,V,-58.547710189999997,-34.525793329999999,659
,"1,266","1,571",U.A.P. DR. ANGEL CHAVEZ,"86,101,011",MUNI,Florida,"1,602",Bolivia N° 1017,011-45131951/47979320, ,VICENTE LOPEZ,V,-58.509742729999999,-34.542186919999999,660
,"1,267","1,572",U.A.P. DR. ARTURO ILLIA,"86,100,995",MUNI,Olivos,"1,636",Uzal N° 3244,011-45139864/47979320,atprimaria@vicentelopez.gov.ar,VICENTE LOPEZ,V,-58.512756420000002,-34.516215840000001,661
,"1,268","1,573",U.A.P. DR. BURMAN,"86,100,022",MUNI,Carapachay,"1,605",Ituzaingó N° 5725,011-45806232/47979320, ,VICENTE LOPEZ,V,-58.536459260000001,-34.527978599999997,662
,"1,278","1,588",U.A.P. EL CEIBO,"86,101,029",MUNI,La Lucila,"1,636",Bermúdez y El Río,011-45136421/47979320, ,VICENTE LOPEZ,V,-58.481289570000001,-34.496250900000000,663
,"1,279","1,589",U.A.P. DR. B. AGUIRRE,"86,101,134",MUNI,Munro,"1,603",Sto. Baigorria N° 2461,011-47979320, ,VICENTE LOPEZ,V,-58.525148250000001,-34.531563960000000,664
,"1,280","1,590",U.A.P. MARZANO,"86,101,096",MUNI,Munro,"1,603",Carlos Villate N° 3675,011-45806234/47979320,atprimaria@vicentelopez.gov.ar,VICENTE LOPEZ,V,-58.511514800000000,-34.527470749999999,665
,"1,281","1,770",H. MUN. DR. BERNARDO HOUSSAY,"86,100,146",MUNI,Florida,"1,602",H.Yrigoyen N° 1757,011-47967200/36,info@hospitalcetrangolo.com.ar,VICENTE LOPEZ,V,-58.489116979999999,-34.522784889999997,666
,"1,282","1,814",INST. DE GERIATRÍA R. ORTEGA,"86,100,103",MUNI,Olivos,"1,636",Mariano Pelliza N° 2786,011-45139867/47904320,imsr@intraned.net,VICENTE LOPEZ,V,-58.504122930000001,-34.513678179999999,667
,"1,283","1,815",INST. MUN. DE REHAB. Dr. Anselmo Marini,"86,100,197",MUNI,Olivos,"1,636",Av. Maipú N° 3075,011-45139868/9869,administracionhospitalcarrea@yahoo.com.ar,VICENTE LOPEZ,V,-58.492583549999999,-34.507477870000002,668
,"1,284","1,816",INST. MATERNIDAD SANTA ROSA,"86,100,073",MUNI,Florida,"1,602",M. J. Haedo N° 4150,011-45131940/43,hospitalhoussay@yahoo.com.ar,VICENTE LOPEZ,V,-58.512610279999997,-34.543751960000002,669
,"1,313","1,492",U.S. Juramento,"56,000,350",MUNI,Moreno,"1,744",Juramento N° 1719 Villa Salas,0237-4629951, ,MORENO,VII,-58.794970329999998,-34.665115810000003,670
,"1,314","1,493",C.E.T.S. Enfermedades de Transmision Sexual,"56,000,589",MUNI,Moreno,"1,744",Av. Libertador N° 751 Moreno Centro,0237-/4622448, ,MORENO,VII,-58.788086309999997,-34.641306510000000,671
,"1,315","1,494",U.S. Casasco,"56,000,261",MUNI,Lomas de Casasco,"1,744",San Pablo N° 2286/74,0237-4662390, ,MORENO,VII,-58.827184340000002,-34.665022550000003,672
,"1,316","1,495",U.S. Martin Fierro,"56,000,431",MUNI,Moreno,"1,744",Nahuel Huapi N° 90 Bo. Ampliación La Lomita,0237-4662402, ,MORENO,VII,-58.806988179999998,-34.661766770000000,673
,"1,317","1,496",U.S. La Victoria,"56,000,473",MUNI,Moreno,"1,744",Guido Spano N° 986/98 Bo. Rififi,0237-4662426, ,MORENO,VII,-58.815630159999998,-34.671464460000003,674
,"1,318","1,497",U.S. Corsi,"56,000,121",MUNI,Moreno,"1,744",Av. Miero N° 906 Bo. Santa Rosa,0237-4662153, ,MORENO,VII,-58.806814269999997,-34.650602370000001,675
,"1,319","1,498",U.S. San Jorge,"56,000,538",MUNI,Moreno,"1,744",Fonrouge N° 2202 Bo. San Jorge,0237-4635450, ,MORENO,VII,-58.797906040000001,-34.669934630000000,676
,"1,320","1,499",U.S. Lomas de Marilo,"56,000,244",MUNI,Trujui,"1,744",Pinzón N° 2302/42 Bo. Lomas de Mariló,0237-4815607, ,MORENO,VII,-58.731642950000001,-34.606833920000000,677
,"1,321","1,505",U.S. La Fortuna,"56,000,236",MUNI,Trujui,"1,744",Larreta N° 10471 Bo. La Fortuna,0237-4815097, ,MORENO,VII,-58.756953830000000,-34.582534819999999,678
,"1,332","1,516",U.S. San Carlos,"56,000,457",MUNI,Trujui,"1,744",Juana de la Cierva N° 958 Bo. Ampliación Aberastu*,0237-4816359, ,MORENO,VII,-58.772288639999999,-34.607911690000002,679
,"1,333","1,641",U.S. Indaburu,"56,000,171",MUNI,Moreno,"1,744",Segurola N° 1475,0237-4688812, ,MORENO,VII,-58.784974450000000,-34.610913889999999,680
,"1,334","1,642",U.S. Reja Grande,"56,000,279",MUNI,Francisco Alvarez,"1,746",Victorino de la Plaza N° 1917 Bo. Reja Grande,0237-4831447, ,MORENO,VII,-58.841251270000001,-34.611293160000002,681
,"1,335","1,643",U.S. Las Catonas,"56,000,414",MUNI,Trujui,"1,744",Chuquisaca N° 3181 Complejo Hab. Las Catonas,0237-4816266, ,MORENO,VII,-58.759192040000002,-34.612909279999997,682
,"1,336","1,644",U.S. Posta Jardines I,"56,000,571",MUNI,Moreno,"1,744",Larreta N° 3057 Bo. Jardines II,0237-4690231, ,MORENO,VII,-58.807230969999999,-34.625096259999999,683
,"1,337","1,646",U.S. Posta San Carlos Ruta 25,"56,000,619",MUNI,Moreno,"1,744","Miguel Cane, 2245 E/PERICLES", , ,MORENO,VII,-58.810310020000003,-34.616071400000003,684
,"1,338","1,652",H.Z.G. M.Y L. DE LA VEGA,"56,000,031",PROV,Moreno,"1,744",Av. Libertador N° 710,0237- 4620038/4620039, ,MORENO,VII,-58.788823190000002,-34.642267560000001,685
,"1,339","1,764",U.S. Sambrizzi,"56,000,422",MUNI,Paso del Rey,"1,742",Corrientes N° 2301 Bo. Sanguinetti,0237-4629542, ,MORENO,VII,-58.758921549999997,-34.643624510000002,686
,"1,340","1,765",R.E.M.,"56,000,597",MUNI,Moreno,"1,744",Graham Bell y Maipú N° 2474 Parque Gaona,0237-4667788/99, ,MORENO,VII,-58.766528930000000,-34.632361080000003,687
,"1,351","2,367",U.S. Villanueva,"56,000,937",MUNI,Moreno,"1,744",Magdalena y Pericles, , ,MORENO,VII,-58.767054360000003,-34.580624370000002,688
,"1,352","2,368",C.I.C. La Bibiana,"56,000,872",MUNI,Moreno,"1,744",Ruta 23 y Obrien, , ,MORENO,VII,-58.769805970000000,-34.613405499999999,689
,"1,353","2,369",U.S. Paso del Rey,"56,000,341",MUNI,Paso del Rey,"1,742",Alcorta y Vías TBA,0237-4636474, ,MORENO,VII,-58.771468620000000,-34.655758300000002,690
,"1,354","2,370",U.S. J. M.Cortéz,"56,000,066",MUNI,Paso del Rey,"1,742",Del Carril N° 4051 Villa Zapiola,0237-4629467, ,MORENO,VII,-58.740632060000003,-34.638825449999999,691
,"1,355","2,406",H.Z.ESP. MAT NEONATAL E. de Carlotto,"56,000,953",PROV,Parque Trujui,0,"Albatros, 7225 E/Boulogne Sur Mer ESQ Maza", , ,MORENO,VII,-58.749894099999999,-34.588395179999999,692
